PRODUCT_ID,PRODUCT_NAME,BRAND,CATEGORY,PRICE,PACK_SIZE,HSN_CODE
P00334,Amlodipine 10ml,MediFast,Cough & Cold,250.19,30 tablets,3541
P00335,Vitamin C 500mg,CureAll,Analgesic,772.81,60 tablets,1256
P00336,Cetirizine 500mg,CureAll,Antibiotic,572.37,60 tablets,1797
P00337,Cetirizine SR,HealCo,Diabetes,428.24,100 ml,4559
P00338,Paracetamol 500mg,LifeCare,Cough & Cold,778.68,1 bottle,6224
P00339,Omeprazole 100ml,PharmaOne,Cough & Cold,300.64,15 tablets,9540
P00340,Cetirizine 10ml,LifeCare,Gastro,76.69,100 ml,3869
P00341,Azithromycin 100ml,BioHeal,Analgesic,924.23,1 bottle,7244
P00342,Amlodipine 100mg,MediFast,Diabetes,158.77,60 tablets,4012
P00343,Amlodipine 10ml,NutriX,Cough & Cold,299.68,1 bottle,3365
P00344,Metformin 250mg,MediFast,Diabetes,538.28,15 tablets,7363
P00345,Cetirizine 100mg,NutriX,Cardiac,621.44,60 tablets,7079
P00346,Amoxicillin 100ml,NutriX,Analgesic,269.67,1 bottle,1647
P00347,Amoxicillin 500mg,NutriX,Dermatology,214.27,30 tablets,5967
P00348,Paracetamol 500mg,NutriX,Antibiotic,714.6,60 tablets,4974
P00349,Omeprazole SR,NutriX,Diabetes,871.07,100 ml,6269
P00350,Vitamin C 10ml,BioHeal,Cardiac,306.83,30 tablets,9401
P00351,Metformin 10ml,CureAll,Dermatology,728.31,30 tablets,4328
P00352,Pantoprazole 100mg,MediFast,Analgesic,543.15,15 tablets,3390
P00353,Paracetamol 100mg,MediFast,Gastro,161.74,30 tablets,4768
P00354,Azithromycin 100ml,NutriX,Dermatology,532.1,1 bottle,6530
P00355,Vitamin C XL,BioHeal,Dermatology,448.57,1 bottle,6770
P00356,Ibuprofen 500mg,BioHeal,Supplement,872.72,100 ml,1962
P00357,Amlodipine 250mg,CureAll,Analgesic,730.84,60 tablets,3252
P00358,Cetirizine 250mg,MedPlus,Analgesic,223.41,60 tablets,7114
P00359,Paracetamol 100ml,BioHeal,Dermatology,34.63,100 ml,7739
P00360,Paracetamol 250mg,LifeCare,Gastro,35.94,1 bottle,8054
P00361,Ibuprofen 250mg,CureAll,Supplement,244.1,100 ml,9625
P00362,Vitamin C XL,PharmaOne,Gastro,759.29,10 tablets,7112
P00363,Azithromycin 10ml,NutriX,Cough & Cold,298.98,10 tablets,1519
P00364,Amoxicillin 10ml,MediFast,Diabetes,534.01,10 tablets,1154
P00365,Ibuprofen 250mg,BioHeal,Diabetes,619.76,30 tablets,2562
P00366,Amlodipine 250mg,NutriX,Cough & Cold,858.18,1 bottle,8790
P00367,Vitamin C 250mg,CureAll,Gastro,856.36,100 ml,1539
P00368,Ibuprofen XL,PharmaOne,Analgesic,914.17,100 ml,3362
P00369,Azithromycin 250mg,LifeCare,Supplement,544.48,100 ml,7375
P00370,Amlodipine 100mg,MediFast,Supplement,755.16,1 bottle,2284
P00371,Amlodipine SR,PharmaOne,Analgesic,110.85,15 tablets,2245
P00372,Pantoprazole 100ml,MediFast,Cardiac,47.55,30 tablets,8381
P00373,Metformin 500mg,PharmaOne,Diabetes,421.62,1 bottle,7227
P00374,Amoxicillin XL,LifeCare,Cough & Cold,683.19,10 tablets,5390
P00375,Ibuprofen 10ml,MedPlus,Diabetes,314.51,10 tablets,2499
P00376,Paracetamol 100mg,BioHeal,Cardiac,728.05,10 tablets,3170
P00377,Amoxicillin 500mg,MediFast,Dermatology,538.0,100 ml,7685
P00378,Amoxicillin 250mg,CureAll,Cardiac,535.42,100 ml,6315
P00379,Azithromycin 250mg,LifeCare,Diabetes,380.65,10 tablets,4977
P00380,Omeprazole 100ml,MedPlus,Diabetes,177.64,30 tablets,5933
P00381,Vitamin C 10ml,MedPlus,Antibiotic,175.5,30 tablets,7899
P00382,Vitamin C 10ml,CureAll,Cardiac,254.08,15 tablets,9123
P00383,Omeprazole 100ml,NutriX,Dermatology,119.48,30 tablets,1110
P00384,Azithromycin 100mg,MediFast,Cardiac,429.41,60 tablets,3230
P00385,Vitamin C 100mg,NutriX,Dermatology,312.19,60 tablets,6228
P00386,Vitamin C SR,BioHeal,Cough & Cold,323.07,30 tablets,7437
P00387,Pantoprazole 250mg,NutriX,Supplement,653.99,100 ml,1440
P00388,Metformin SR,NutriX,Dermatology,761.85,1 bottle,2133
P00389,Azithromycin SR,BioHeal,Supplement,609.0,15 tablets,5139
P00390,Ibuprofen SR,MediFast,Diabetes,88.79,100 ml,8851
P00391,Omeprazole 10ml,MediFast,Analgesic,755.37,30 tablets,9796
P00392,Omeprazole SR,CureAll,Antibiotic,735.13,1 bottle,6816
P00393,Ibuprofen SR,HealCo,Diabetes,919.13,30 tablets,8052
P00394,Amoxicillin 250mg,CureAll,Gastro,226.46,1 bottle,9499
P00395,Amlodipine 100ml,NutriX,Dermatology,367.93,60 tablets,9199
P00396,Ibuprofen 100mg,HealCo,Dermatology,117.23,60 tablets,2406
P00397,Amoxicillin XL,MedPlus,Cardiac,310.06,60 tablets,4389
P00398,Amlodipine 10ml,PharmaOne,Dermatology,110.79,1 bottle,8412
P00399,Pantoprazole 250mg,LifeCare,Analgesic,773.47,10 tablets,1370
P00400,Pantoprazole SR,CureAll,Supplement,884.83,1 bottle,4996
P00401,Amlodipine 500mg,MedPlus,Cardiac,540.66,60 tablets,4798
P00402,Azithromycin SR,MedPlus,Supplement,615.65,60 tablets,7481
P00403,Paracetamol SR,NutriX,Dermatology,570.75,60 tablets,1072
P00404,Cetirizine 500mg,LifeCare,Antibiotic,556.93,100 ml,4063
P00405,Pantoprazole 100mg,NutriX,Dermatology,125.98,1 bottle,9019
P00406,Amlodipine SR,PharmaOne,Diabetes,588.52,100 ml,2871
P00407,Pantoprazole 100mg,BioHeal,Supplement,776.78,1 bottle,5873
P00408,Omeprazole 100ml,CureAll,Supplement,311.26,15 tablets,6003
P00409,Amoxicillin 500mg,PharmaOne,Supplement,495.07,60 tablets,3258
P00410,Omeprazole 10ml,MediFast,Supplement,472.6,100 ml,3838
P00411,Amlodipine 500mg,BioHeal,Gastro,150.48,30 tablets,8389
P00412,Omeprazole 250mg,PharmaOne,Analgesic,470.69,15 tablets,7290
P00413,Amlodipine 100ml,BioHeal,Diabetes,656.77,60 tablets,8272
P00414,Metformin 500mg,CureAll,Analgesic,760.17,15 tablets,5785
P00415,Paracetamol 100mg,NutriX,Gastro,176.43,60 tablets,9115
P00416,Amlodipine 100ml,CureAll,Antibiotic,269.14,100 ml,7010
P00417,Amlodipine XL,HealCo,Dermatology,528.11,60 tablets,2677
P00418,Cetirizine 100mg,HealCo,Dermatology,264.42,10 tablets,8193
P00419,Amoxicillin XL,NutriX,Cough & Cold,773.95,100 ml,6744
P00420,Omeprazole SR,MediFast,Supplement,593.02,15 tablets,4390
P00421,Paracetamol 100ml,PharmaOne,Gastro,575.08,15 tablets,6302
P00422,Vitamin C 100mg,LifeCare,Antibiotic,146.1,60 tablets,1971
P00423,Vitamin C XL,MedPlus,Supplement,252.2,1 bottle,6277
P00424,Cetirizine XL,MediFast,Dermatology,152.22,1 bottle,5402
P00425,Azithromycin 10ml,BioHeal,Antibiotic,609.27,10 tablets,7600
P00426,Amlodipine SR,LifeCare,Cardiac,442.87,60 tablets,6362
P00427,Omeprazole 250mg,CureAll,Dermatology,610.4,1 bottle,6869
P00428,Amoxicillin XL,MediFast,Cough & Cold,920.36,15 tablets,9105
P00429,Vitamin C 100mg,LifeCare,Cardiac,529.0,15 tablets,8951
P00430,Pantoprazole SR,HealCo,Analgesic,112.6,60 tablets,1266
P00431,Amoxicillin XL,MedPlus,Dermatology,444.56,60 tablets,4314
P00432,Ibuprofen SR,LifeCare,Supplement,833.21,30 tablets,2529
P00433,Pantoprazole 100mg,CureAll,Cardiac,637.99,1 bottle,3711
P00434,Paracetamol 10ml,LifeCare,Cough & Cold,419.18,10 tablets,2559
P00435,Paracetamol 500mg,BioHeal,Antibiotic,143.41,15 tablets,9510
P00436,Metformin 250mg,HealCo,Cardiac,779.91,60 tablets,3165
P00437,Metformin 250mg,NutriX,Diabetes,103.08,10 tablets,2690
P00438,Pantoprazole 100mg,LifeCare,Supplement,375.93,15 tablets,3340
P00439,Amoxicillin 100ml,HealCo,Supplement,429.29,1 bottle,4490
P00440,Ibuprofen 10ml,BioHeal,Cough & Cold,100.62,10 tablets,3293
P00441,Amoxicillin 100ml,MediFast,Cardiac,915.82,30 tablets,3290
P00442,Cetirizine 100mg,CureAll,Cough & Cold,534.66,100 ml,5668
P00443,Paracetamol XL,LifeCare,Cough & Cold,501.51,100 ml,4090
P00444,Azithromycin 100mg,HealCo,Cough & Cold,480.25,10 tablets,4949
P00445,Metformin SR,CureAll,Analgesic,937.8,30 tablets,3162
P00446,Azithromycin XL,MediFast,Cardiac,528.11,15 tablets,8717
P00447,Amoxicillin 250mg,CureAll,Analgesic,263.83,10 tablets,1990
P00448,Azithromycin 100ml,LifeCare,Diabetes,413.92,60 tablets,2350
P00449,Amlodipine 100ml,MedPlus,Gastro,97.75,10 tablets,9377
P00450,Cetirizine XL,MedPlus,Cardiac,383.38,1 bottle,2083
P00451,Vitamin C SR,MediFast,Cough & Cold,73.85,10 tablets,8118
P00452,Amoxicillin 10ml,HealCo,Gastro,639.45,1 bottle,3877
P00453,Amoxicillin 250mg,MedPlus,Analgesic,172.36,30 tablets,9568
P00454,Amlodipine XL,LifeCare,Supplement,365.84,1 bottle,5403
P00455,Amoxicillin XL,HealCo,Cardiac,770.61,30 tablets,9582
P00456,Amoxicillin 100mg,CureAll,Dermatology,443.33,30 tablets,1908
P00457,Metformin XL,MedPlus,Cardiac,166.3,10 tablets,2889
P00458,Cetirizine SR,HealCo,Analgesic,818.58,10 tablets,5006
P00459,Paracetamol 10ml,PharmaOne,Diabetes,875.81,15 tablets,1579
P00460,Amlodipine XL,MediFast,Cough & Cold,319.28,60 tablets,6241
P00461,Vitamin C XL,CureAll,Cardiac,131.04,1 bottle,1862
P00462,Ibuprofen 500mg,HealCo,Diabetes,84.1,60 tablets,5625
P00463,Vitamin C 100mg,CureAll,Dermatology,27.41,15 tablets,5777
P00464,Omeprazole XL,LifeCare,Cough & Cold,451.45,100 ml,9083
P00465,Cetirizine SR,NutriX,Supplement,25.93,60 tablets,1391
P00466,Cetirizine 100ml,PharmaOne,Analgesic,904.42,10 tablets,7164
P00467,Vitamin C 250mg,NutriX,Cough & Cold,410.43,10 tablets,3332
P00468,Vitamin C 250mg,HealCo,Cough & Cold,854.48,100 ml,7767
P00469,Pantoprazole 10ml,CureAll,Antibiotic,490.05,1 bottle,7461
P00470,Amoxicillin 100ml,HealCo,Diabetes,636.07,15 tablets,4879
P00471,Vitamin C 100mg,PharmaOne,Diabetes,671.67,1 bottle,6345
P00472,Pantoprazole 10ml,LifeCare,Cough & Cold,89.46,15 tablets,3230
P00473,Omeprazole 250mg,MedPlus,Antibiotic,172.87,60 tablets,6145
P00474,Azithromycin 250mg,PharmaOne,Cough & Cold,440.28,60 tablets,5341
P00475,Amoxicillin 250mg,MedPlus,Gastro,788.54,1 bottle,1660
P00476,Cetirizine XL,PharmaOne,Supplement,104.83,15 tablets,6828
P00477,Azithromycin 100ml,HealCo,Gastro,261.96,15 tablets,1509
P00478,Azithromycin XL,BioHeal,Cough & Cold,108.09,10 tablets,3290
P00479,Amoxicillin 250mg,HealCo,Cough & Cold,141.57,60 tablets,7098
P00480,Amoxicillin 100ml,LifeCare,Antibiotic,40.27,10 tablets,4239
P00481,Metformin XL,MedPlus,Antibiotic,861.72,30 tablets,3007
P00482,Paracetamol 10ml,HealCo,Supplement,879.44,60 tablets,7471
P00483,Metformin 250mg,MediFast,Diabetes,180.71,15 tablets,4066
P00484,Vitamin C 100mg,BioHeal,Supplement,52.22,100 ml,5026
P00485,Vitamin C 10ml,MediFast,Dermatology,76.71,30 tablets,7275
P00486,Ibuprofen 10ml,NutriX,Cough & Cold,606.6,100 ml,1319
P00487,Azithromycin XL,PharmaOne,Dermatology,526.4,60 tablets,6636
P00488,Omeprazole 100ml,PharmaOne,Diabetes,271.51,10 tablets,6224
P00489,Omeprazole 500mg,HealCo,Gastro,74.49,60 tablets,9674
P00490,Pantoprazole XL,NutriX,Supplement,113.12,1 bottle,4951
P00491,Vitamin C 100ml,HealCo,Cough & Cold,555.39,60 tablets,6813
P00492,Ibuprofen 500mg,NutriX,Cardiac,769.78,1 bottle,6878
P00493,Omeprazole 250mg,PharmaOne,Supplement,543.69,15 tablets,9064
P00494,Amlodipine 100mg,MedPlus,Dermatology,55.31,10 tablets,4811
P00495,Omeprazole 500mg,HealCo,Dermatology,20.64,100 ml,4300
P00496,Ibuprofen 100mg,MedPlus,Cardiac,75.39,15 tablets,3320
P00497,Amoxicillin XL,PharmaOne,Antibiotic,367.44,1 bottle,7481
P00498,Omeprazole 250mg,PharmaOne,Gastro,320.02,15 tablets,8157
P00499,Metformin SR,PharmaOne,Supplement,677.68,100 ml,6846
P00500,Cetirizine SR,MedPlus,Diabetes,305.35,1 bottle,5825
P00501,Ibuprofen 500mg,HealCo,Diabetes,811.2,100 ml,1530
P00502,Ibuprofen 100ml,PharmaOne,Cough & Cold,614.87,10 tablets,9129
P00503,Ibuprofen 100mg,CureAll,Cough & Cold,342.53,30 tablets,3750
P00504,Amoxicillin XL,PharmaOne,Dermatology,30.6,15 tablets,5088
P00505,Amoxicillin 100mg,LifeCare,Antibiotic,689.98,10 tablets,7323
P00506,Metformin SR,MediFast,Supplement,842.63,60 tablets,7204
P00507,Pantoprazole 100ml,MediFast,Antibiotic,790.79,100 ml,4695
P00508,Ibuprofen 10ml,CureAll,Analgesic,294.27,30 tablets,5278
P00509,Amoxicillin 250mg,PharmaOne,Supplement,845.78,15 tablets,2228
P00510,Amlodipine 250mg,PharmaOne,Dermatology,675.19,60 tablets,3703
P00511,Omeprazole 10ml,MedPlus,Analgesic,114.17,15 tablets,4112
P00512,Azithromycin SR,LifeCare,Gastro,296.58,10 tablets,1813
P00513,Azithromycin 100ml,BioHeal,Supplement,70.69,10 tablets,8005
P00514,Amoxicillin 100mg,BioHeal,Cough & Cold,110.2,15 tablets,3798
P00515,Vitamin C 250mg,BioHeal,Antibiotic,306.77,60 tablets,8715
P00516,Metformin SR,LifeCare,Antibiotic,616.94,60 tablets,4029
P00517,Pantoprazole 10ml,PharmaOne,Supplement,434.57,30 tablets,8204
P00518,Metformin 100mg,NutriX,Gastro,544.75,15 tablets,2584
P00519,Amoxicillin SR,PharmaOne,Diabetes,922.76,100 ml,4727
P00520,Amlodipine 250mg,MediFast,Diabetes,918.03,1 bottle,8779
P00521,Omeprazole 500mg,BioHeal,Gastro,93.43,1 bottle,1568
P00522,Amlodipine 100ml,MedPlus,Antibiotic,902.81,60 tablets,3832
P00523,Ibuprofen 500mg,NutriX,Supplement,59.69,10 tablets,8133
P00524,Cetirizine XL,MedPlus,Gastro,317.37,1 bottle,2097
P00525,Amoxicillin 10ml,MediFast,Cardiac,816.66,100 ml,8506
P00526,Paracetamol XL,MediFast,Antibiotic,405.43,15 tablets,2641
P00527,Amoxicillin 100ml,CureAll,Gastro,826.75,30 tablets,7732
P00528,Vitamin C 10ml,BioHeal,Dermatology,54.84,30 tablets,7602
P00529,Ibuprofen 100ml,MediFast,Analgesic,388.09,30 tablets,4892
P00530,Paracetamol SR,BioHeal,Gastro,854.24,10 tablets,6535
P00531,Vitamin C 100mg,LifeCare,Dermatology,818.16,1 bottle,2609
P00532,Cetirizine 500mg,LifeCare,Dermatology,739.85,30 tablets,5414
P00533,Azithromycin 100ml,CureAll,Cough & Cold,430.8,60 tablets,8937
P00534,Amlodipine XL,PharmaOne,Analgesic,499.2,15 tablets,2075
P00535,Vitamin C SR,MediFast,Supplement,745.88,100 ml,1474
P00536,Ibuprofen 500mg,NutriX,Analgesic,252.03,60 tablets,1828
P00537,Pantoprazole SR,NutriX,Gastro,362.57,60 tablets,9275
P00538,Azithromycin SR,CureAll,Analgesic,245.0,60 tablets,8308
P00539,Ibuprofen XL,BioHeal,Cardiac,340.15,30 tablets,2480
P00540,Vitamin C 250mg,MediFast,Analgesic,171.5,100 ml,4511
P00541,Cetirizine SR,NutriX,Cough & Cold,270.25,60 tablets,9409
P00542,Paracetamol XL,HealCo,Dermatology,867.71,1 bottle,3837
P00543,Omeprazole XL,HealCo,Cough & Cold,254.72,30 tablets,5511
P00544,Azithromycin 10ml,PharmaOne,Dermatology,254.36,60 tablets,5950
P00545,Amlodipine XL,MediFast,Antibiotic,26.83,1 bottle,7131
P00546,Amlodipine SR,LifeCare,Gastro,656.5,60 tablets,2045
P00547,Pantoprazole 100mg,PharmaOne,Gastro,262.87,1 bottle,5895
P00548,Cetirizine 500mg,NutriX,Analgesic,769.05,100 ml,7620
P00549,Pantoprazole SR,MedPlus,Analgesic,629.52,30 tablets,5250
P00550,Azithromycin 10ml,MediFast,Analgesic,562.21,100 ml,4111
P00551,Pantoprazole SR,NutriX,Dermatology,863.07,1 bottle,6873
P00552,Amlodipine 100mg,MedPlus,Supplement,293.22,60 tablets,3096
P00553,Vitamin C SR,MedPlus,Cardiac,628.62,15 tablets,6820
P00554,Cetirizine SR,LifeCare,Diabetes,752.92,30 tablets,7089
P00555,Vitamin C 100ml,LifeCare,Dermatology,811.63,60 tablets,1879
P00556,Omeprazole 100ml,CureAll,Dermatology,847.17,100 ml,2963
P00557,Azithromycin 100ml,LifeCare,Diabetes,70.28,15 tablets,3250
P00558,Cetirizine 100mg,MediFast,Dermatology,153.2,1 bottle,3954
P00559,Amoxicillin 10ml,PharmaOne,Supplement,311.48,10 tablets,1077
P00560,Metformin 100mg,NutriX,Supplement,555.94,15 tablets,9021
P00561,Amoxicillin 500mg,MediFast,Diabetes,395.16,60 tablets,7280
P00562,Paracetamol 250mg,NutriX,Cardiac,903.56,30 tablets,9700
P00563,Cetirizine 250mg,HealCo,Cough & Cold,230.43,30 tablets,6113
P00564,Ibuprofen 250mg,MediFast,Gastro,175.33,10 tablets,5885
P00565,Vitamin C 10ml,PharmaOne,Diabetes,845.82,15 tablets,6615
P00566,Metformin 100mg,NutriX,Supplement,901.72,60 tablets,1313
P00567,Cetirizine 500mg,MedPlus,Cough & Cold,702.69,100 ml,9267
P00568,Ibuprofen 250mg,PharmaOne,Analgesic,368.93,1 bottle,5190
P00569,Amlodipine 100ml,HealCo,Analgesic,635.63,1 bottle,1323
P00570,Paracetamol SR,CureAll,Diabetes,433.21,10 tablets,9966
P00571,Vitamin C 10ml,MedPlus,Cough & Cold,666.53,1 bottle,1152
P00572,Vitamin C 10ml,CureAll,Gastro,599.2,1 bottle,3247
P00573,Azithromycin XL,CureAll,Antibiotic,282.92,10 tablets,9154
P00574,Cetirizine 100ml,NutriX,Gastro,793.29,15 tablets,6864
P00575,Azithromycin 100mg,MedPlus,Analgesic,529.77,15 tablets,8875
P00576,Pantoprazole 500mg,HealCo,Analgesic,644.62,10 tablets,9095
P00577,Ibuprofen 250mg,CureAll,Antibiotic,861.44,1 bottle,4787
P00578,Metformin 100mg,LifeCare,Dermatology,66.57,15 tablets,1646
P00579,Vitamin C 100mg,PharmaOne,Diabetes,706.84,10 tablets,1751
P00580,Paracetamol XL,MedPlus,Supplement,325.65,60 tablets,5395
P00581,Amoxicillin 100mg,PharmaOne,Supplement,125.86,60 tablets,8479
P00582,Vitamin C XL,MediFast,Dermatology,763.91,1 bottle,3732
P00583,Amoxicillin 500mg,HealCo,Supplement,116.45,100 ml,8908
P00584,Omeprazole SR,BioHeal,Supplement,588.53,30 tablets,1472
P00585,Ibuprofen 10ml,BioHeal,Antibiotic,845.46,60 tablets,1753
P00586,Amoxicillin 100mg,PharmaOne,Analgesic,675.25,1 bottle,9598
P00587,Omeprazole SR,NutriX,Cardiac,502.76,1 bottle,2560
P00588,Azithromycin SR,NutriX,Dermatology,341.55,1 bottle,7305
P00589,Ibuprofen XL,HealCo,Analgesic,618.36,15 tablets,9283
P00590,Metformin XL,BioHeal,Supplement,89.62,60 tablets,6253
P00591,Cetirizine 100mg,LifeCare,Analgesic,491.44,100 ml,7203
P00592,Azithromycin XL,NutriX,Antibiotic,446.96,100 ml,8341
P00593,Amoxicillin XL,BioHeal,Dermatology,313.94,60 tablets,1291
P00594,Amoxicillin 10ml,MediFast,Analgesic,538.13,10 tablets,2489
P00595,Omeprazole 100ml,LifeCare,Cough & Cold,628.77,60 tablets,6584
P00596,Pantoprazole XL,HealCo,Cough & Cold,805.22,30 tablets,8751
P00597,Pantoprazole SR,BioHeal,Antibiotic,110.62,1 bottle,4633
P00598,Paracetamol 100mg,PharmaOne,Gastro,529.35,30 tablets,2741
P00599,Paracetamol 500mg,BioHeal,Supplement,784.31,1 bottle,7704
P00600,Amoxicillin 100mg,NutriX,Cough & Cold,132.29,60 tablets,4532
P00601,Metformin XL,NutriX,Cardiac,120.22,60 tablets,1761
P00602,Omeprazole 250mg,BioHeal,Dermatology,632.36,100 ml,3205
P00603,Metformin 250mg,HealCo,Diabetes,800.1,60 tablets,9328
P00604,Ibuprofen SR,MedPlus,Supplement,116.31,1 bottle,6273
P00605,Amlodipine 10ml,MediFast,Cough & Cold,274.44,30 tablets,5819
P00606,Metformin XL,MedPlus,Supplement,403.85,1 bottle,9393
P00607,Vitamin C XL,PharmaOne,Cough & Cold,206.83,100 ml,5760
P00608,Pantoprazole SR,MedPlus,Supplement,488.62,1 bottle,6281
P00609,Amoxicillin XL,PharmaOne,Dermatology,562.01,1 bottle,7839
P00610,Amlodipine 100mg,MediFast,Analgesic,506.14,10 tablets,7240
P00611,Ibuprofen 250mg,HealCo,Cough & Cold,268.29,15 tablets,5695
P00612,Vitamin C 500mg,HealCo,Gastro,209.72,100 ml,1529
P00613,Pantoprazole XL,BioHeal,Antibiotic,592.98,1 bottle,4675
P00614,Amlodipine 10ml,NutriX,Gastro,664.43,10 tablets,7251
P00615,Azithromycin 10ml,PharmaOne,Analgesic,32.06,30 tablets,4327
P00616,Omeprazole XL,BioHeal,Cough & Cold,867.68,1 bottle,7025
P00617,Omeprazole 100ml,NutriX,Cough & Cold,293.59,15 tablets,2220
P00618,Ibuprofen 500mg,CureAll,Diabetes,57.79,30 tablets,5329
P00619,Ibuprofen 500mg,LifeCare,Analgesic,327.42,1 bottle,3536
P00620,Paracetamol 500mg,PharmaOne,Analgesic,739.5,1 bottle,5934
P00621,Metformin XL,PharmaOne,Antibiotic,749.15,30 tablets,9608
P00622,Cetirizine 500mg,CureAll,Supplement,406.82,100 ml,7609
P00623,Amoxicillin 100mg,NutriX,Cough & Cold,636.9,30 tablets,6911
P00624,Vitamin C 500mg,BioHeal,Analgesic,126.69,30 tablets,8301
P00625,Cetirizine SR,NutriX,Analgesic,654.77,30 tablets,7248
P00626,Amoxicillin 10ml,LifeCare,Gastro,42.98,100 ml,7143
P00627,Amlodipine XL,BioHeal,Dermatology,60.78,1 bottle,4154
P00628,Pantoprazole 100ml,CureAll,Antibiotic,175.68,100 ml,9736
P00629,Paracetamol SR,CureAll,Cough & Cold,643.41,15 tablets,7950
P00630,Amoxicillin 500mg,MediFast,Antibiotic,714.61,15 tablets,1389
P00631,Metformin SR,PharmaOne,Analgesic,101.39,10 tablets,3916
P00632,Vitamin C 100ml,CureAll,Cough & Cold,867.22,60 tablets,7357
P00633,Metformin SR,MediFast,Diabetes,314.26,60 tablets,2938
P00634,Amlodipine 250mg,CureAll,Analgesic,671.82,10 tablets,6860
P00635,Amlodipine 250mg,LifeCare,Gastro,584.11,30 tablets,8170
P00636,Azithromycin 10ml,HealCo,Dermatology,165.38,15 tablets,3234
P00637,Azithromycin XL,LifeCare,Supplement,297.19,1 bottle,7113
P00638,Paracetamol 100ml,MedPlus,Antibiotic,58.85,100 ml,7456
P00639,Amlodipine 100ml,CureAll,Gastro,215.35,1 bottle,6633
P00640,Cetirizine 10ml,MedPlus,Supplement,191.11,100 ml,5140
P00641,Cetirizine 250mg,MedPlus,Analgesic,811.79,100 ml,8557
P00642,Amlodipine 250mg,LifeCare,Antibiotic,253.14,15 tablets,8982
P00643,Pantoprazole 100mg,MedPlus,Cough & Cold,113.04,100 ml,2143
P00644,Cetirizine 100mg,BioHeal,Dermatology,325.36,1 bottle,6008
P00645,Omeprazole 500mg,PharmaOne,Cardiac,911.55,15 tablets,1079
P00646,Pantoprazole 500mg,NutriX,Diabetes,277.31,30 tablets,3200
P00647,Pantoprazole 10ml,BioHeal,Dermatology,353.63,30 tablets,8978
P00648,Amlodipine 250mg,MedPlus,Antibiotic,802.87,15 tablets,9824
P00649,Cetirizine 100mg,CureAll,Antibiotic,849.66,100 ml,1511
P00650,Omeprazole 100ml,MediFast,Cough & Cold,862.86,100 ml,5269
P00651,Amlodipine 100ml,BioHeal,Supplement,360.21,15 tablets,5767
P00652,Ibuprofen 10ml,CureAll,Diabetes,358.39,10 tablets,4913
P00653,Omeprazole SR,MedPlus,Supplement,434.99,15 tablets,3395
P00654,Metformin 100mg,HealCo,Cough & Cold,728.17,15 tablets,2029
P00655,Vitamin C 100mg,NutriX,Analgesic,641.78,100 ml,6918
P00656,Azithromycin 10ml,BioHeal,Analgesic,57.11,1 bottle,6309
P00657,Amoxicillin SR,LifeCare,Gastro,558.13,100 ml,3848
P00658,Azithromycin SR,MediFast,Cardiac,566.54,10 tablets,9465
P00659,Vitamin C 10ml,NutriX,Diabetes,348.2,30 tablets,8976
P00660,Metformin 100ml,HealCo,Supplement,429.11,15 tablets,2263
P00661,Amlodipine SR,LifeCare,Cough & Cold,159.72,15 tablets,6934
P00662,Omeprazole SR,CureAll,Cough & Cold,405.59,30 tablets,2856
P00663,Metformin SR,BioHeal,Dermatology,215.95,15 tablets,7732
P00664,Paracetamol 500mg,HealCo,Supplement,553.34,15 tablets,3207
P00665,Amlodipine 250mg,MedPlus,Analgesic,174.7,15 tablets,9464
