PRODUCT_ID,PRODUCT_NAME,BRAND,CATEGORY,PRICE,PACK_SIZE,HSN_CODE
P00666,Azithromycin 100ml,HealCo,Gastro,900.95,15 tablets,8359
P00667,Omeprazole 10ml,BioHeal,Supplement,224.01,60 tablets,3338
P00668,Omeprazole XL,MedPlus,Gastro,175.98,1 bottle,6614
P00669,Metformin 100ml,CureAll,Cough & Cold,371.74,15 tablets,2778
P00670,Paracetamol 500mg,MediFast,Supplement,583.13,15 tablets,8796
P00671,Omeprazole 100ml,HealCo,Antibiotic,106.67,1 bottle,3135
P00672,Omeprazole 100ml,HealCo,Diabetes,505.5,30 tablets,1711
P00673,Amlodipine 10ml,NutriX,Dermatology,754.29,60 tablets,6742
P00674,Omeprazole XL,CureAll,Diabetes,144.51,60 tablets,4809
P00675,Amoxicillin 100mg,MediFast,Gastro,195.79,1 bottle,1116
P00676,Omeprazole 100ml,CureAll,Analgesic,368.78,15 tablets,6175
P00677,Azithromycin 100mg,CureAll,Supplement,416.25,100 ml,5155
P00678,Vitamin C XL,MediFast,Cardiac,589.05,1 bottle,7511
P00679,Cetirizine 10ml,BioHeal,Supplement,364.3,100 ml,8925
P00680,Vitamin C 100mg,PharmaOne,Diabetes,704.28,1 bottle,2951
P00681,Cetirizine 10ml,MedPlus,Antibiotic,219.45,60 tablets,6544
P00682,Amlodipine 100ml,HealCo,Supplement,381.87,1 bottle,1086
P00683,Amoxicillin XL,MedPlus,Dermatology,881.05,60 tablets,2444
P00684,Amoxicillin 100mg,NutriX,Cardiac,94.44,10 tablets,7296
P00685,Azithromycin 100ml,LifeCare,Analgesic,899.52,15 tablets,9099
P00686,Metformin 250mg,NutriX,Gastro,201.11,100 ml,9364
P00687,Amlodipine SR,NutriX,Supplement,646.84,30 tablets,4919
P00688,Paracetamol 500mg,CureAll,Gastro,745.1,30 tablets,7474
P00689,Azithromycin 100ml,NutriX,Analgesic,705.34,10 tablets,2477
P00690,Amlodipine 100mg,PharmaOne,Cardiac,915.86,30 tablets,4707
P00691,Omeprazole 500mg,BioHeal,Diabetes,554.66,30 tablets,3867
P00692,Azithromycin 100ml,CureAll,Antibiotic,487.95,30 tablets,2917
P00693,Amlodipine 100mg,LifeCare,Dermatology,918.43,100 ml,8923
P00694,Cetirizine XL,PharmaOne,Dermatology,653.88,100 ml,1448
P00695,Metformin 250mg,LifeCare,Antibiotic,375.89,15 tablets,4767
P00696,Pantoprazole 10ml,PharmaOne,Analgesic,671.76,30 tablets,5067
P00697,Vitamin C 250mg,MediFast,Cardiac,90.71,15 tablets,8807
P00698,Pantoprazole 100mg,NutriX,Gastro,189.99,1 bottle,4115
P00699,Metformin SR,NutriX,Cough & Cold,703.95,30 tablets,4387
P00700,Cetirizine 500mg,NutriX,Cardiac,165.08,10 tablets,2964
P00701,Amoxicillin SR,BioHeal,Analgesic,730.75,100 ml,1692
P00702,Metformin 100mg,PharmaOne,Dermatology,855.25,100 ml,5501
P00703,Metformin 500mg,LifeCare,Diabetes,226.55,100 ml,3101
P00704,Paracetamol 100ml,MediFast,Dermatology,893.88,10 tablets,9232
P00705,Pantoprazole 10ml,MedPlus,Dermatology,928.15,1 bottle,9490
P00706,Metformin 100mg,HealCo,Analgesic,646.92,60 tablets,2650
P00707,Pantoprazole 100mg,LifeCare,Supplement,530.16,15 tablets,5413
P00708,Metformin 100ml,PharmaOne,Cardiac,191.04,60 tablets,4449
P00709,Azithromycin SR,PharmaOne,Cardiac,814.52,30 tablets,8384
P00710,Ibuprofen 100ml,MedPlus,Cough & Cold,777.2,1 bottle,5422
P00711,Cetirizine 100ml,MediFast,Diabetes,202.34,1 bottle,3450
P00712,Metformin XL,HealCo,Supplement,412.01,15 tablets,9470
P00713,Amlodipine SR,PharmaOne,Dermatology,299.03,100 ml,1781
P00714,Azithromycin 250mg,MedPlus,Analgesic,220.38,30 tablets,8807
P00715,Amoxicillin 10ml,PharmaOne,Gastro,355.69,100 ml,5222
P00716,Pantoprazole 250mg,MediFast,Antibiotic,346.51,1 bottle,4259
P00717,Omeprazole 100ml,MedPlus,Gastro,350.25,1 bottle,9363
P00718,Metformin XL,BioHeal,Antibiotic,374.4,30 tablets,8598
P00719,Ibuprofen XL,MedPlus,Cardiac,412.29,100 ml,7631
P00720,Amoxicillin 250mg,MedPlus,Cardiac,232.24,30 tablets,5773
P00721,Vitamin C 100ml,MediFast,Gastro,845.55,30 tablets,9535
P00722,Metformin 10ml,MedPlus,Supplement,814.42,15 tablets,4844
P00723,Vitamin C SR,CureAll,Cough & Cold,175.23,10 tablets,2565
P00724,Amoxicillin 10ml,HealCo,Analgesic,736.97,100 ml,2363
P00725,Amoxicillin 100mg,MedPlus,Antibiotic,628.99,60 tablets,6068
P00726,Cetirizine 500mg,LifeCare,Dermatology,602.63,15 tablets,9630
P00727,Ibuprofen 250mg,HealCo,Cardiac,820.14,30 tablets,8801
P00728,Metformin XL,LifeCare,Dermatology,145.66,1 bottle,9835
P00729,Ibuprofen 100ml,BioHeal,Diabetes,506.82,1 bottle,9745
P00730,Vitamin C 100mg,BioHeal,Cough & Cold,768.38,60 tablets,6044
P00731,Pantoprazole 10ml,LifeCare,Supplement,302.32,10 tablets,9574
P00732,Ibuprofen 100mg,LifeCare,Dermatology,517.64,1 bottle,9059
P00733,Metformin 100mg,HealCo,Diabetes,762.11,100 ml,4788
P00734,Paracetamol 100ml,PharmaOne,Cough & Cold,402.91,100 ml,8161
P00735,Azithromycin 500mg,MedPlus,Diabetes,790.44,15 tablets,5308
P00736,Amoxicillin 10ml,NutriX,Gastro,284.75,1 bottle,9715
P00737,Vitamin C 10ml,NutriX,Antibiotic,189.64,30 tablets,2808
P00738,Metformin 100ml,BioHeal,Gastro,671.44,60 tablets,4076
P00739,Pantoprazole 250mg,MedPlus,Analgesic,921.84,10 tablets,4046
P00740,Amoxicillin 100mg,LifeCare,Supplement,685.13,1 bottle,1134
P00741,Cetirizine 250mg,MedPlus,Analgesic,479.03,30 tablets,7885
P00742,Vitamin C XL,BioHeal,Cardiac,451.23,10 tablets,6410
P00743,Amoxicillin XL,MedPlus,Analgesic,267.85,60 tablets,2169
P00744,Amlodipine 10ml,MedPlus,Cough & Cold,853.0,30 tablets,7251
P00745,Paracetamol 250mg,NutriX,Diabetes,737.24,60 tablets,5049
P00746,Paracetamol 500mg,BioHeal,Antibiotic,504.66,15 tablets,8746
P00747,Azithromycin SR,LifeCare,Cardiac,167.51,1 bottle,1691
P00748,Amlodipine 100ml,CureAll,Gastro,467.54,30 tablets,4255
P00749,Pantoprazole 250mg,NutriX,Antibiotic,239.45,60 tablets,6316
P00750,Paracetamol 500mg,LifeCare,Antibiotic,388.1,15 tablets,1146
P00751,Paracetamol 100ml,BioHeal,Supplement,365.4,10 tablets,5075
P00752,Ibuprofen 10ml,CureAll,Cardiac,885.69,1 bottle,1983
P00753,Paracetamol 100mg,MedPlus,Antibiotic,137.02,15 tablets,6189
P00754,Amlodipine XL,PharmaOne,Dermatology,701.87,10 tablets,7189
P00755,Pantoprazole SR,MedPlus,Gastro,855.76,60 tablets,8168
P00756,Amlodipine 100mg,BioHeal,Cough & Cold,547.03,100 ml,6696
P00757,Pantoprazole SR,BioHeal,Gastro,826.93,100 ml,3627
P00758,Amoxicillin 100ml,MedPlus,Dermatology,294.98,30 tablets,9873
P00759,Pantoprazole 10ml,HealCo,Diabetes,702.3,10 tablets,6965
P00760,Omeprazole 500mg,PharmaOne,Antibiotic,632.21,100 ml,7348
P00761,Cetirizine 100ml,BioHeal,Supplement,590.13,30 tablets,7714
P00762,Pantoprazole 250mg,CureAll,Antibiotic,60.71,15 tablets,3926
P00763,Paracetamol 500mg,CureAll,Dermatology,198.2,10 tablets,7366
P00764,Metformin 100ml,LifeCare,Analgesic,360.71,100 ml,2161
P00765,Paracetamol 500mg,BioHeal,Antibiotic,455.3,1 bottle,1994
P00766,Pantoprazole 100ml,MediFast,Cardiac,758.65,10 tablets,5355
P00767,Amlodipine 250mg,CureAll,Gastro,92.48,15 tablets,9511
P00768,Amoxicillin 250mg,NutriX,Diabetes,196.2,100 ml,5075
P00769,Omeprazole SR,MedPlus,Diabetes,713.88,1 bottle,6864
P00770,Metformin SR,MediFast,Antibiotic,175.13,15 tablets,7579
P00771,Amlodipine 100mg,MedPlus,Dermatology,888.17,30 tablets,6319
P00772,Pantoprazole 10ml,MediFast,Cardiac,585.82,100 ml,9939
P00773,Cetirizine 10ml,LifeCare,Cardiac,914.34,60 tablets,7505
P00774,Paracetamol SR,HealCo,Gastro,574.06,100 ml,3213
P00775,Vitamin C 250mg,LifeCare,Cough & Cold,219.79,30 tablets,1355
P00776,Vitamin C 100ml,MedPlus,Antibiotic,55.09,30 tablets,3557
P00777,Ibuprofen 100mg,PharmaOne,Cough & Cold,236.68,30 tablets,2505
P00778,Omeprazole 10ml,NutriX,Antibiotic,692.93,60 tablets,3832
P00779,Metformin XL,CureAll,Gastro,54.76,100 ml,7251
P00780,Amoxicillin XL,HealCo,Cardiac,343.58,60 tablets,7824
P00781,Amoxicillin XL,NutriX,Analgesic,609.52,1 bottle,7266
P00782,Paracetamol 100mg,HealCo,Cardiac,522.13,15 tablets,6354
P00783,Amlodipine SR,NutriX,Supplement,66.98,1 bottle,7436
P00784,Metformin XL,CureAll,Cough & Cold,421.7,60 tablets,3425
P00785,Ibuprofen 100mg,CureAll,Dermatology,551.44,10 tablets,9980
P00786,Azithromycin 100mg,CureAll,Diabetes,486.7,1 bottle,3136
P00787,Ibuprofen 10ml,NutriX,Dermatology,387.65,100 ml,4212
P00788,Amlodipine 100ml,NutriX,Cough & Cold,86.63,60 tablets,6298
P00789,Omeprazole 250mg,CureAll,Diabetes,413.89,30 tablets,4120
P00790,Pantoprazole 100mg,HealCo,Gastro,177.41,30 tablets,8245
P00791,Omeprazole 500mg,BioHeal,Analgesic,879.52,15 tablets,4271
P00792,Pantoprazole 500mg,CureAll,Antibiotic,707.81,15 tablets,3419
P00793,Vitamin C 250mg,PharmaOne,Antibiotic,303.76,60 tablets,1372
P00794,Pantoprazole 500mg,NutriX,Cough & Cold,528.17,30 tablets,9991
P00795,Metformin 100ml,MedPlus,Analgesic,370.24,1 bottle,9631
P00796,Paracetamol 100mg,MedPlus,Analgesic,284.13,1 bottle,5444
P00797,Paracetamol 10ml,HealCo,Antibiotic,381.44,30 tablets,6901
P00798,Amoxicillin 250mg,LifeCare,Diabetes,234.99,60 tablets,9331
P00799,Amoxicillin 100mg,BioHeal,Antibiotic,193.37,100 ml,8503
P00800,Amlodipine SR,HealCo,Analgesic,250.07,100 ml,5995
P00801,Pantoprazole 10ml,MediFast,Supplement,37.09,1 bottle,6765
P00802,Pantoprazole SR,LifeCare,Cough & Cold,946.27,100 ml,5519
P00803,Paracetamol SR,LifeCare,Diabetes,848.07,10 tablets,5590
P00804,Cetirizine 500mg,PharmaOne,Diabetes,630.95,10 tablets,7262
P00805,Amlodipine SR,NutriX,Diabetes,243.54,15 tablets,7987
P00806,Vitamin C 100ml,PharmaOne,Dermatology,524.28,15 tablets,3270
P00807,Omeprazole 100ml,NutriX,Supplement,307.37,1 bottle,9582
P00808,Ibuprofen 10ml,MedPlus,Supplement,315.27,100 ml,9732
P00809,Amoxicillin 500mg,PharmaOne,Supplement,696.18,30 tablets,7783
P00810,Azithromycin 100mg,BioHeal,Gastro,161.32,15 tablets,2749
P00811,Ibuprofen 500mg,HealCo,Gastro,583.21,100 ml,4783
P00812,Omeprazole 500mg,NutriX,Analgesic,354.11,1 bottle,8808
P00813,Ibuprofen 100ml,BioHeal,Cardiac,191.1,60 tablets,9051
P00814,Metformin 500mg,MedPlus,Cough & Cold,230.43,60 tablets,1245
P00815,Vitamin C 10ml,NutriX,Cough & Cold,724.73,10 tablets,3901
P00816,Metformin XL,BioHeal,Cardiac,826.1,15 tablets,8005
P00817,Azithromycin XL,HealCo,Diabetes,689.79,60 tablets,9784
P00818,Amlodipine SR,HealCo,Antibiotic,440.0,10 tablets,5025
P00819,Amlodipine 100ml,MediFast,Analgesic,538.66,100 ml,1807
P00820,Cetirizine 100mg,BioHeal,Diabetes,842.49,30 tablets,8558
P00821,Ibuprofen 10ml,LifeCare,Analgesic,661.66,15 tablets,8595
P00822,Metformin 250mg,CureAll,Supplement,744.22,1 bottle,9952
P00823,Ibuprofen 10ml,MediFast,Cardiac,439.32,15 tablets,8433
P00824,Omeprazole SR,NutriX,Dermatology,103.87,30 tablets,3686
P00825,Amoxicillin 250mg,CureAll,Dermatology,609.69,10 tablets,9582
P00826,Azithromycin SR,MedPlus,Diabetes,531.82,10 tablets,3799
P00827,Pantoprazole 100ml,MedPlus,Supplement,828.0,15 tablets,1840
P00828,Azithromycin 100mg,LifeCare,Dermatology,288.57,15 tablets,2926
P00829,Ibuprofen 500mg,HealCo,Gastro,31.35,60 tablets,9169
P00830,Amlodipine XL,HealCo,Dermatology,241.23,100 ml,8794
P00831,Metformin 10ml,BioHeal,Antibiotic,579.13,10 tablets,5009
P00832,Amlodipine 100mg,NutriX,Analgesic,191.9,10 tablets,6718
P00833,Paracetamol 500mg,HealCo,Gastro,327.93,10 tablets,1803
P00834,Amoxicillin 10ml,MedPlus,Supplement,645.04,100 ml,3906
P00835,Metformin SR,PharmaOne,Analgesic,106.61,30 tablets,6289
P00836,Pantoprazole 10ml,CureAll,Diabetes,804.28,10 tablets,5797
P00837,Metformin 500mg,CureAll,Gastro,326.16,60 tablets,9595
P00838,Cetirizine SR,NutriX,Analgesic,121.65,1 bottle,9666
P00839,Amoxicillin 10ml,LifeCare,Diabetes,586.23,30 tablets,5254
P00840,Amlodipine 100ml,PharmaOne,Supplement,591.29,60 tablets,9514
P00841,Metformin 10ml,MedPlus,Cough & Cold,678.99,15 tablets,1025
P00842,Amoxicillin 250mg,BioHeal,Antibiotic,705.85,15 tablets,7793
P00843,Azithromycin 250mg,PharmaOne,Cardiac,541.19,1 bottle,4478
P00844,Paracetamol SR,NutriX,Gastro,256.61,10 tablets,6042
P00845,Vitamin C 100ml,PharmaOne,Analgesic,125.87,30 tablets,6592
P00846,Azithromycin SR,HealCo,Supplement,200.43,30 tablets,8849
P00847,Metformin XL,HealCo,Supplement,467.79,1 bottle,8546
P00848,Amlodipine 100mg,BioHeal,Diabetes,882.84,10 tablets,9537
P00849,Vitamin C 100ml,PharmaOne,Analgesic,213.68,1 bottle,6434
P00850,Pantoprazole 250mg,MedPlus,Gastro,801.89,30 tablets,7147
P00851,Amlodipine XL,MedPlus,Diabetes,194.26,10 tablets,6050
P00852,Pantoprazole SR,HealCo,Gastro,404.9,60 tablets,4893
P00853,Pantoprazole 10ml,LifeCare,Cough & Cold,508.34,15 tablets,2838
P00854,Pantoprazole XL,HealCo,Cough & Cold,869.42,60 tablets,9290
P00855,Paracetamol XL,BioHeal,Supplement,196.9,60 tablets,9579
P00856,Vitamin C XL,PharmaOne,Supplement,735.62,10 tablets,9456
P00857,Ibuprofen 500mg,HealCo,Dermatology,380.46,100 ml,2897
P00858,Paracetamol 100mg,HealCo,Antibiotic,329.96,10 tablets,2689
P00859,Amlodipine XL,LifeCare,Analgesic,557.13,30 tablets,4438
P00860,Pantoprazole 500mg,NutriX,Gastro,277.28,30 tablets,8227
P00861,Amoxicillin 100mg,MedPlus,Supplement,274.48,10 tablets,9422
P00862,Amoxicillin 500mg,PharmaOne,Cardiac,272.08,1 bottle,5641
P00863,Omeprazole 500mg,MedPlus,Antibiotic,309.58,30 tablets,9856
P00864,Metformin 250mg,MedPlus,Analgesic,457.78,1 bottle,1826
P00865,Amoxicillin 10ml,HealCo,Antibiotic,416.61,15 tablets,8304
P00866,Omeprazole 100mg,LifeCare,Cardiac,780.22,1 bottle,9740
P00867,Amoxicillin XL,BioHeal,Supplement,106.41,1 bottle,8672
P00868,Amoxicillin 10ml,LifeCare,Dermatology,457.61,15 tablets,3354
P00869,Omeprazole 100mg,PharmaOne,Diabetes,190.52,1 bottle,6412
P00870,Pantoprazole 10ml,BioHeal,Analgesic,80.79,10 tablets,6758
P00871,Metformin 10ml,MedPlus,Gastro,734.19,100 ml,3087
P00872,Amlodipine 250mg,MediFast,Antibiotic,323.06,1 bottle,2162
P00873,Vitamin C 100ml,BioHeal,Diabetes,569.2,15 tablets,4992
P00874,Amlodipine 500mg,BioHeal,Diabetes,81.44,15 tablets,8063
P00875,Azithromycin 100ml,PharmaOne,Cough & Cold,180.97,1 bottle,2276
P00876,Omeprazole XL,BioHeal,Antibiotic,570.71,60 tablets,6330
P00877,Amlodipine 250mg,BioHeal,Supplement,306.47,60 tablets,2140
P00878,Omeprazole 250mg,MediFast,Cardiac,479.69,1 bottle,2007
P00879,Amoxicillin 500mg,MedPlus,Analgesic,724.08,1 bottle,3444
P00880,Metformin 100ml,LifeCare,Diabetes,592.48,60 tablets,4205
P00881,Cetirizine SR,PharmaOne,Gastro,550.36,1 bottle,5989
P00882,Azithromycin SR,PharmaOne,Antibiotic,561.94,100 ml,9362
P00883,Azithromycin XL,MedPlus,Gastro,78.04,100 ml,1870
P00884,Paracetamol SR,PharmaOne,Antibiotic,820.96,10 tablets,4854
P00885,Azithromycin SR,MediFast,Cardiac,681.95,60 tablets,7251
P00886,Azithromycin 100ml,NutriX,Supplement,461.63,15 tablets,7301
P00887,Pantoprazole XL,MediFast,Supplement,288.28,1 bottle,3056
P00888,Ibuprofen 250mg,CureAll,Analgesic,153.92,60 tablets,8155
P00889,Ibuprofen 250mg,MedPlus,Diabetes,819.94,1 bottle,7974
P00890,Omeprazole 500mg,BioHeal,Diabetes,533.41,60 tablets,7303
P00891,Pantoprazole 500mg,MedPlus,Diabetes,582.25,100 ml,9161
P00892,Cetirizine SR,LifeCare,Diabetes,881.7,100 ml,7012
P00893,Paracetamol 250mg,BioHeal,Cardiac,125.24,60 tablets,2311
P00894,Ibuprofen SR,LifeCare,Dermatology,500.76,100 ml,2449
P00895,Cetirizine 10ml,CureAll,Gastro,590.13,30 tablets,9765
P00896,Paracetamol 10ml,BioHeal,Dermatology,553.79,30 tablets,7897
P00897,Pantoprazole XL,LifeCare,Gastro,175.78,1 bottle,5981
P00898,Omeprazole 100mg,HealCo,Dermatology,557.67,100 ml,1845
P00899,Vitamin C XL,HealCo,Gastro,470.83,15 tablets,9283
P00900,Amoxicillin XL,LifeCare,Gastro,143.26,30 tablets,5509
P00901,Vitamin C 250mg,CureAll,Supplement,866.42,1 bottle,3476
P00902,Metformin 100mg,MedPlus,Gastro,747.75,15 tablets,8944
P00903,Ibuprofen XL,HealCo,Cardiac,935.19,15 tablets,3525
P00904,Metformin XL,MediFast,Diabetes,241.29,60 tablets,3740
P00905,Cetirizine 100ml,PharmaOne,Analgesic,617.3,10 tablets,1860
P00906,Ibuprofen 10ml,MediFast,Dermatology,300.27,1 bottle,9724
P00907,Cetirizine 10ml,MediFast,Dermatology,264.24,100 ml,8122
P00908,Paracetamol 100mg,BioHeal,Diabetes,651.0,100 ml,1672
P00909,Amoxicillin 100ml,PharmaOne,Diabetes,587.75,1 bottle,5466
P00910,Pantoprazole 100mg,LifeCare,Antibiotic,257.47,100 ml,7408
P00911,Metformin XL,NutriX,Cough & Cold,503.56,1 bottle,3947
P00912,Pantoprazole 100ml,HealCo,Analgesic,793.47,10 tablets,7737
P00913,Amoxicillin 100ml,CureAll,Dermatology,346.91,1 bottle,5641
P00914,Vitamin C 500mg,HealCo,Analgesic,596.04,10 tablets,4552
P00915,Omeprazole SR,CureAll,Antibiotic,100.34,100 ml,3128
P00916,Azithromycin SR,MedPlus,Antibiotic,666.96,30 tablets,5826
P00917,Metformin SR,CureAll,Dermatology,878.11,30 tablets,7995
P00918,Pantoprazole 100mg,MedPlus,Antibiotic,277.88,10 tablets,7271
P00919,Azithromycin 100mg,HealCo,Gastro,908.71,30 tablets,3915
P00920,Metformin 250mg,BioHeal,Cough & Cold,587.58,15 tablets,9061
P00921,Amoxicillin 500mg,MediFast,Cough & Cold,590.99,10 tablets,8234
P00922,Vitamin C 250mg,HealCo,Antibiotic,85.48,1 bottle,5105
P00923,Metformin 250mg,BioHeal,Supplement,627.16,10 tablets,1619
P00924,Azithromycin 100mg,MedPlus,Cardiac,861.29,100 ml,1060
P00925,Amlodipine SR,BioHeal,Dermatology,425.53,1 bottle,2148
P00926,Amlodipine 500mg,HealCo,Diabetes,907.36,60 tablets,2985
P00927,Omeprazole 100ml,PharmaOne,Cardiac,654.11,60 tablets,1904
P00928,Amoxicillin 100mg,PharmaOne,Antibiotic,802.3,30 tablets,4327
P00929,Ibuprofen 100ml,HealCo,Diabetes,634.48,30 tablets,7391
P00930,Amoxicillin SR,PharmaOne,Dermatology,98.92,1 bottle,8175
P00931,Cetirizine 500mg,HealCo,Cough & Cold,43.59,100 ml,4907
P00932,Metformin 10ml,CureAll,Gastro,484.71,60 tablets,1268
P00933,Paracetamol 100mg,HealCo,Cardiac,752.63,10 tablets,7643
P00934,Amoxicillin 500mg,BioHeal,Supplement,709.18,15 tablets,2180
P00935,Paracetamol SR,MedPlus,Dermatology,628.06,60 tablets,1750
P00936,Cetirizine SR,MedPlus,Analgesic,180.19,10 tablets,6035
P00937,Amoxicillin 10ml,MedPlus,Antibiotic,780.55,10 tablets,2870
P00938,Metformin 100ml,NutriX,Antibiotic,768.14,60 tablets,6527
P00939,Azithromycin 100mg,CureAll,Supplement,319.08,15 tablets,1746
P00940,Omeprazole 500mg,PharmaOne,Antibiotic,132.29,15 tablets,7801
P00941,Ibuprofen SR,PharmaOne,Supplement,427.95,100 ml,1666
P00942,Ibuprofen 250mg,MediFast,Supplement,34.54,60 tablets,2322
P00943,Paracetamol 250mg,MedPlus,Antibiotic,677.27,100 ml,5648
P00944,Azithromycin SR,BioHeal,Supplement,211.73,1 bottle,5439
P00945,Amlodipine 10ml,MediFast,Cough & Cold,892.42,100 ml,1616
P00946,Omeprazole 500mg,BioHeal,Antibiotic,603.29,30 tablets,6699
P00947,Azithromycin 250mg,NutriX,Cough & Cold,129.28,100 ml,2567
P00948,Omeprazole 100mg,NutriX,Dermatology,736.41,1 bottle,4409
P00949,Vitamin C 250mg,NutriX,Antibiotic,760.85,1 bottle,8772
P00950,Metformin 500mg,MedPlus,Analgesic,70.25,30 tablets,5670
P00951,Cetirizine 10ml,LifeCare,Cardiac,593.64,60 tablets,1709
P00952,Amoxicillin SR,HealCo,Supplement,166.98,10 tablets,8947
P00953,Amlodipine 250mg,CureAll,Cough & Cold,690.9,100 ml,6340
P00954,Azithromycin 500mg,PharmaOne,Cough & Cold,744.45,30 tablets,4731
P00955,Amoxicillin 500mg,MediFast,Cough & Cold,369.25,15 tablets,2204
P00956,Metformin 100ml,BioHeal,Analgesic,848.15,15 tablets,4541
P00957,Omeprazole 10ml,MedPlus,Diabetes,367.34,60 tablets,4181
P00958,Pantoprazole 100mg,NutriX,Cardiac,138.31,1 bottle,1977
P00959,Vitamin C 500mg,CureAll,Dermatology,446.48,15 tablets,6629
P00960,Cetirizine 100mg,MedPlus,Supplement,557.65,100 ml,4763
P00961,Amoxicillin 10ml,BioHeal,Cough & Cold,570.17,60 tablets,5573
P00962,Paracetamol SR,MediFast,Cough & Cold,250.48,60 tablets,4643
P00963,Omeprazole 500mg,HealCo,Diabetes,931.57,10 tablets,8711
P00964,Amlodipine 250mg,MediFast,Diabetes,465.72,1 bottle,2605
P00965,Metformin 10ml,NutriX,Antibiotic,539.39,10 tablets,7662
P00966,Cetirizine 500mg,PharmaOne,Gastro,242.33,10 tablets,1260
P00967,Metformin SR,LifeCare,Supplement,674.07,100 ml,1399
P00968,Metformin 10ml,MedPlus,Diabetes,192.0,30 tablets,8607
P00969,Paracetamol XL,CureAll,Diabetes,850.89,30 tablets,9698
P00970,Paracetamol 100mg,MediFast,Gastro,669.19,100 ml,9887
P00971,Omeprazole XL,NutriX,Antibiotic,597.02,30 tablets,1898
P00972,Amlodipine SR,PharmaOne,Analgesic,123.2,30 tablets,8624
P00973,Omeprazole 250mg,PharmaOne,Cardiac,183.0,100 ml,2097
P00974,Amlodipine SR,NutriX,Supplement,932.56,15 tablets,9841
P00975,Amoxicillin SR,BioHeal,Cough & Cold,720.45,15 tablets,6250
P00976,Pantoprazole 100mg,MediFast,Gastro,70.65,30 tablets,6656
P00977,Metformin 10ml,CureAll,Dermatology,680.14,1 bottle,9730
P00978,Vitamin C 10ml,PharmaOne,Antibiotic,195.17,60 tablets,2430
P00979,Amoxicillin 10ml,MedPlus,Gastro,911.18,10 tablets,2791
P00980,Ibuprofen 100mg,CureAll,Supplement,481.59,15 tablets,9530
P00981,Paracetamol 100mg,MediFast,Supplement,460.73,60 tablets,8272
P00982,Paracetamol 100mg,NutriX,Antibiotic,40.49,15 tablets,9513
P00983,Pantoprazole 10ml,PharmaOne,Cardiac,472.12,1 bottle,9686
P00984,Amlodipine 10ml,BioHeal,Gastro,547.54,30 tablets,3813
P00985,Vitamin C 500mg,BioHeal,Cardiac,922.77,10 tablets,3430
P00986,Pantoprazole 100mg,BioHeal,Supplement,595.33,15 tablets,9770
P00987,Vitamin C 500mg,MedPlus,Supplement,169.97,10 tablets,1674
P00988,Pantoprazole 100ml,MedPlus,Dermatology,262.18,15 tablets,4361
P00989,Amlodipine SR,HealCo,Cardiac,929.56,15 tablets,7109
P00990,Metformin 100ml,MedPlus,Gastro,132.99,10 tablets,7628
P00991,Metformin XL,MedPlus,Dermatology,882.86,15 tablets,1070
P00992,Amlodipine 100ml,PharmaOne,Gastro,460.74,30 tablets,3409
P00993,Omeprazole SR,BioHeal,Cardiac,660.91,1 bottle,8847
P00994,Paracetamol 500mg,CureAll,Gastro,43.06,100 ml,4610
P00995,Metformin 100mg,CureAll,Cardiac,71.18,1 bottle,4197
P00996,Omeprazole 100ml,NutriX,Gastro,202.02,10 tablets,9821
P00997,Metformin SR,CureAll,Diabetes,200.84,30 tablets,9381
P00998,Paracetamol SR,PharmaOne,Diabetes,157.59,60 tablets,7056
P00999,Azithromycin 100mg,HealCo,Gastro,340.78,30 tablets,8300
P01000,Amlodipine 250mg,NutriX,Dermatology,709.62,60 tablets,8249
